CardNo,MaxDay,TotalCount,Money
185167,8,9,17.2
185168,3,78,356
185169,2,79,260.6
185170,4,46,308.9
185171,0,6,10.6
185172,0,1,12
185173,8,95,217.2
185176,3,115,460.4
185177,2,117,336.1
185178,7,54,928.3
185180,5,96,398.8
185182,6,36,100.5
185183,3,95,319.3
185184,3,83,343.2
185185,3,165,518.7
185186,3,109,446.9
185187,5,81,6487.7
185188,3,78,428.6
185189,3,71,278
185191,13,10,51.9
185194,21,14,112.5
185195,3,89,412.5
185197,3,112,376.1
185198,21,15,69.2
185199,9,11,99.8
185200,0,1,4
185201,5,69,273.1
185202,5,56,302.7
185203,3,67,394.5
185204,8,21,71.9
185206,5,14,56
185207,8,30,112
185208,14,9,62.2
185209,3,16,27.4
185210,3,72,328.4
185211,6,41,153.6
185212,0,4,28.5
185213,5,40,158.1
185214,13,81,215.1
185215,3,50,237.3
185216,3,43,401
185217,5,84,285.7
185218,4,91,179.2
185219,7,37,162.4
185220,7,7,38.8
185221,10,15,64.1
185222,8,14,77
185223,0,1,7.6
185225,4,82,347.5
185226,2,83,255.3
185227,4,78,192.9
185228,5,33,112.5
185229,2,102,773.1
185230,1,148,278.3
185231,3,118,409
185232,1,129,542.7
185233,5,41,199.1
185234,4,77,194.3
185236,5,14,87.5
185237,11,30,211
185238,3,104,446.9
185239,1,125,452.29
185240,7,44,238.2
185241,3,86,338.4
185242,4,60,170.5
185243,1,208,483.1
185244,2,90,552.4
185245,3,51,170.9
185248,3,5,25.2
185249,1,17,86.3
185251,5,22,172.6
185252,5,32,106.1
185253,3,118,315.1
185254,4,60,252.7
185257,3,82,353.7
185258,5,14,99.9
185260,2,99,434.9
185261,2,187,426.4
185263,4,76,239.4
185264,4,52,224.6
185266,5,32,348.1
185267,5,38,230
185268,3,90,293.3
185269,1,40,196.5
185273,3,84,297.1
185274,1,195,559.6
185276,11,87,401
185277,1,214,769.1
185278,0,75,316.3
185281,5,27,189.5
185282,13,25,133.1
185283,3,76,378.3
185285,4,82,293.8
185287,4,64,238.9
185288,0,1,3.5
185290,9,17,90.4
185291,23,6,10.5
185292,4,7,42.5
185293,0,1,0.4
185294,3,71,217
185295,2,63,312
185296,4,81,266.9
185297,17,27,85.9
185299,3,56,411.3
185300,5,63,310.6
185302,5,55,288.8
185303,11,40,132.8
185304,3,115,250.5
185305,6,42,189.2
185306,6,24,328.5
185307,8,30,53.9
185308,19,12,70.6
185310,9,22,54.5
185311,4,89,397
185313,3,141,281.3
185315,3,80,384.6
185316,3,250,709.9
185317,14,19,129.1
185318,12,21,121.3
185319,7,25,187.7
185320,6,40,173.6
185321,4,76,388
185322,15,25,139.3
185323,3,33,242.3
185324,5,43,181.3
185325,5,4,26
185326,0,2,6.1
185327,3,67,230.7
185328,3,85,225.1
185329,3,75,233.45
185331,2,142,308.9
185332,1,14,56.8
185333,0,31,147.1
185335,8,29,150.4
185336,3,24,100.5
185337,5,53,198.5
185339,5,54,296.6
185340,2,56,191.1
185341,4,15,66.6
185342,5,45,134.4
185343,1,4,124.5
185345,3,86,215.1
185346,3,71,476.3
185347,6,35,84.4
185348,2,62,238.7
185353,0,19,105.8
185354,4,40,88.3
185355,2,64,290.7
185357,3,62,343.3
185358,3,80,352
185359,9,46,276.3
185361,4,29,282
185362,3,121,472.7
185363,5,125,317.1
185364,1,16,49.7
185365,14,20,89.2
185366,4,96,349.1
185367,6,42,229.5
185368,1,76,185.2
185369,4,19,100
185370,3,119,380.3
185371,1,43,130.9
185373,4,45,130.2
185374,0,1,0.6
185375,5,55,340.08
185377,14,45,139.8
185378,8,54,308
185379,5,3,8.5
185381,2,21,87.5
185382,16,36,210
185383,5,56,201.3
185384,4,44,192.3
185385,3,63,244.4
185386,2,91,296.2
185387,2,133,447.3
185388,23,11,49.6
185389,0,3,21
185390,12,13,165.7
185391,4,104,387.3
185393,5,65,249
185395,10,22,129.4
185397,0,17,89.9
185398,1,101,463.7
185399,4,85,345.6
185400,3,196,689.4
185401,15,33,101.5
185402,7,62,220.6
185403,5,48,257.7
185404,2,135,473.1
185405,3,75,564.9
185406,3,132,484.8
185407,5,14,127
185408,1,7,48.5
185409,8,76,298.6
185410,3,109,351.8
185411,4,52,271.7
185412,5,110,310.4
185413,2,103,309.3
185415,8,15,53.5
185416,7,26,713.1
185417,3,79,437
185418,21,19,48.6
185419,5,46,199.5
185420,6,138,432.2
185421,2,59,217.9
185422,0,10,37
185423,5,75,209.4
185424,17,36,470.7
185425,2,139,448.3
185427,4,53,269.1
185428,6,15,101.8
185429,4,55,228.3
185430,6,18,85.6
185431,4,155,887.7
185432,3,64,318.2
185433,2,106,343.4
185434,12,16,91
185435,3,70,318.1
185436,4,32,202.8
185438,3,86,262.3
185439,0,2,340
185440,2,94,355.1
185441,2,83,1130.2
185442,5,39,151.4
185443,2,38,198.2
185444,6,35,148.2
185446,3,100,235.9
185447,5,69,380.1
185448,21,9,20.4
185449,3,95,323.6
185450,3,97,284.4
185453,5,21,70.8
185454,3,56,318.3
185456,3,83,548.9
185457,4,82,398.9
185458,3,152,481.4
185459,3,26,99.6
185460,3,52,348.6
185461,3,59,228.6
185462,1,96,400.8
185463,3,112,297.3
185464,3,59,296.7
185465,2,131,561.3
185466,2,115,462.2
185467,5,30,121.9
185468,3,72,329.4
185469,3,63,233.5
185470,2,67,329.2
185472,6,81,388.6
185473,8,12,67.1
185475,3,94,331.4
185476,3,147,459.2
185477,6,68,340.4
185478,3,20,160.4
185480,5,40,252.3
185483,2,69,114.2
185484,1,14,76.7
185485,4,66,323.1
185486,0,1,100
185487,2,69,342.2
185488,5,59,281.1
185489,9,70,297.9
185490,3,96,483.8
185491,17,34,187.8
185492,0,42,186.1
185493,3,116,239.5
185496,6,39,259.4
185497,2,115,263.8
185498,3,62,260.3
185499,6,55,489.1
185500,2,22,44.4
185501,3,96,277.19
185502,1,170,721.2
185503,3,96,376.2
185504,9,9,84.5
185505,4,73,318.6
185507,0,41,88.6
185508,0,19,104.9
185510,2,149,420.9
185512,1,40,144.7
185513,0,24,119.9
185514,4,13,52.8
185515,0,50,271.9
185516,3,27,130.6
185517,0,60,133.5
185518,1,63,153.4
185519,2,34,139.5
185520,5,54,195.2
185521,1,76,204.8
185522,4,34,92
185523,3,39,271.2
185524,3,30,96.3
185525,2,66,199.7
185526,5,60,151.2
185527,5,75,423.8
185528,8,20,98.6
185530,4,26,160.4
185531,13,13,230.9
185532,16,4,50
185533,6,98,200
185534,11,19,46.6
185535,5,13,129.5
185536,2,99,332.9
185537,0,5,31
185538,4,53,284.3
185539,4,82,350.4
185540,3,94,439.1
185541,3,109,274.7
185542,1,22,70.3
185543,4,56,298.1
185544,3,74,338
185545,3,95,269.7
185546,6,44,78.2
185547,4,50,160.8
185548,4,43,217.6
185549,4,57,304.5
185550,4,15,101.4
185551,3,80,449.2
185552,4,76,252.2
185553,3,56,273.4
185554,4,39,115.4
185555,4,86,452.2
185556,8,35,276.9
185557,3,14,46.5
185558,3,115,255.1
185562,3,158,560.4
185563,5,128,637
185564,10,69,273.8
185565,5,53,152.4
185566,3,12,73.9
185567,10,55,335.1
185568,4,31,59.8
185569,3,91,316.6
185570,5,18,77
185571,4,55,522.9
185572,4,26,118.4
185573,1,6,30
185574,3,108,262.2
185575,1,4,26
185576,0,96,249
185577,7,45,140.5
185578,18,4,205.6
185579,1,142,395.9
185580,5,62,197.9
185581,2,77,352.5
185583,2,78,344.9
185584,4,53,236.7
185585,7,61,306.4
185586,7,66,299.9
185587,6,50,84.2
185588,7,9,49.9
185589,2,114,502.3
185590,4,88,332.3
185591,2,107,257.9
185592,2,8,41
185593,1,59,144.4
185594,3,14,84.6
185596,3,15,54.8
185597,5,69,152.6
185598,3,135,491.6
185599,3,135,563.2
185600,3,150,792.1
185601,6,77,208.3
185602,2,83,416.1
185603,1,57,229.7
185604,2,20,100
185605,2,102,222.9
185606,2,63,168.2
185656,3,127,349.6
185657,3,126,493.7
185658,4,70,324.9
185659,10,26,134.7
185661,6,58,192.9
185662,2,99,295.6
185663,3,26,135
185664,6,100,307.4
185665,3,159,427.5
185666,3,86,334.6
185667,14,43,273.9
185668,3,80,417.7
185669,6,39,178.7
185670,5,52,215.4
185671,15,13,226
185672,8,25,120
185673,17,8,44.4
185674,3,53,200.6
185675,3,76,316.6
185676,3,46,377.6
185677,1,101,320
185678,1,77,203.7
185680,1,101,280.8
185681,0,25,54.3
185682,1,27,95.4
185683,4,24,105.1
185684,6,14,38.9
185685,0,7,89.5
185686,0,9,84.9
185687,4,20,63.7
185688,2,40,192.1
185689,0,87,303.8
185690,2,74,124.5
185691,5,40,259.9
185692,6,25,75.3
185693,3,37,291.4
185694,3,44,164
185695,6,28,70.6
185696,2,31,143
185697,2,47,164
185698,3,56,169.9
185699,1,51,101.2
185700,0,21,54.2
185701,5,18,79
185702,2,31,108.1
185703,0,26,107.9
185704,1,16,83.4
185705,3,6,26.9
185706,1,9,47.8
185707,5,21,296.2
185708,3,51,203.7
185709,3,15,95.6
185710,1,21,92.3
185711,2,30,129.5
185712,0,14,70.4
185714,1,55,84.6
185715,0,44,495.1
185716,1,29,82.9
185717,0,15,60.4
185718,1,31,69.8
185719,1,11,73.2
185720,0,6,65
185721,1,8,15
185722,0,5,44.1
185723,1,4,16.9
185724,1,3,12.5
185756,3,69,152.8
185757,6,22,57.1
185758,3,68,314.3
185759,10,60,224.2
185760,3,82,191.3
185761,3,110,355.76
185762,2,79,323.6
185763,3,32,103.2
185764,3,75,455.3
185765,3,74,119.5
185766,3,102,433.6
185767,3,89,487
185768,1,114,485.8
185769,3,57,312.91
185770,3,114,358.3
185771,5,22,211.9
185772,3,125,432.5
185773,6,46,257.8
185774,1,25,48.9
185775,1,105,564
185776,3,88,501.4
185777,3,128,481
185778,2,69,380.6
185780,5,9,54.3
185781,3,80,309.5
185782,3,73,151.4
185783,1,10,48.6
185784,3,59,336.6
185785,5,127,441.7
185786,3,65,289.1
185787,4,71,246.2
185788,3,88,394.7
185789,4,83,265.5
185790,6,65,217.7
185791,3,36,151.8
185792,11,67,211.8
185793,2,38,75
185794,1,110,445.1
185795,5,6,28.5
185796,3,65,507.7
185797,3,54,194.5
185798,0,3,26
185799,4,36,299.5
185800,4,88,268.9
185801,6,24,83
185802,6,49,184.3
185804,20,12,53
185805,3,58,281.7
185806,2,30,131.3
185807,2,17,89.8
185808,3,33,195.6
185809,1,26,120.1
185810,2,27,109.5
185811,3,17,88.2
185812,0,41,242.5
185813,1,34,93
185814,1,43,99.1
185815,1,34,194.9
185816,0,42,105.5
185817,1,16,113.2
185818,0,34,84.3
185819,0,17,42.7
185820,0,19,59
185821,0,11,40
185822,0,17,57.7
185823,1,19,48.4
185824,0,2,4.2
185825,0,27,72.6
185826,0,13,50.3
185827,0,26,74.2
185828,0,10,33
185829,2,7,24.2
185831,0,41,106.2
185832,0,1,8
185843,0,4,18
186056,1,27,140.4
186057,4,37,206
186058,3,5,28.5
186059,4,50,148.9
186060,5,53,202.5
186061,10,50,184.9
186062,3,125,422.3
186063,6,138,402.3
186064,19,43,225.3
186065,15,12,46.3
186066,2,20,41
186067,4,55,269.1
186068,3,124,340.9
186069,8,26,101.7
186070,4,75,238.8
186071,3,96,235.5
186072,5,52,206.3
186073,3,76,262.1
186074,5,67,228.6
186075,14,10,55
186076,6,31,197.5
186077,5,98,342
186078,4,4,20.5
186079,17,22,72.3
186080,5,45,245.1
186081,3,47,205
186082,4,68,326.6
186083,3,22,71.5
186084,4,54,282.9
186085,0,67,253.9
186086,4,7,42.5
186087,1,19,83.3
186089,0,47,240.4
186090,2,52,212
186091,1,88,297.7
186092,2,52,148.8
186093,1,19,90.4
186094,1,28,83
186095,2,42,582
186096,1,68,217.5
186098,1,55,237
186099,1,32,108.7
186100,5,9,73.5
186101,2,28,134
186102,4,6,50
186103,2,14,66.5
186104,2,16,284.8
186105,1,44,199.5
186106,1,78,172.7
186109,7,5,17.5
186110,6,8,11.5
186111,3,96,353.2
186112,5,58,429.9
186113,3,106,391.6
186114,3,194,654.5
186115,4,70,319.2
186117,3,100,467.3
186118,3,58,170.2
186120,2,147,436.2
186121,4,77,308.6
186122,5,48,200.2
186123,4,118,344.04
186126,3,61,332.2
186127,6,28,48.3
186128,5,51,233.6
186129,7,18,82.4
186130,3,79,308.2
186131,3,125,420.3
186132,3,82,605.7
186133,2,192,416
186134,2,137,451
186135,1,134,434
186136,3,49,335.8
186137,2,175,361.2
186138,3,33,244.6
186139,19,41,119.6
186140,7,19,106.5
186141,3,96,365.9
186143,3,23,121.7
186144,5,68,231.3
186145,7,25,139.6
186147,3,76,178.9
186148,15,47,114.9
186149,4,37,120.5
186150,0,51,478.1
186151,2,11,49.8
186159,1,19,54
186203,0,13,64.6
186206,0,5,21
186207,0,5,6.8
186208,0,26,109
